100KHz, Ref=550 
baseline consecutive 10
529.03,529.03,534.78,565.22,501.89,529.03,534.78,555.15,529.03,589.44,534.78,572.24,509.29,572.24,529.03,550.00,529.03,589.44,550.00,580.27,542.53,565.22,534.78,529.03,572.24,589.44,550.00,565.22,572.24,550.00,550.00,555.15,550.00,555.15,515.45,542.53,572.24,538.32,555.15,565.22,
515.45,550.00,565.22,542.53,529.03,534.78,550.00,565.22,550.00,589.44,550.00,550.00,550.00,565.22,529.03,565.22,529.03,565.22,542.53,589.44,515.45,550.00,509.29,550.00,542.53,589.44,550.00,589.44,589.44,589.44,550.00,572.24,515.45,534.78,534.78,550.00,572.24,572.24,550.00,572.24,
529.03,534.78,515.45,529.03,550.00,565.22,550.00,580.27,550.00,529.03,521.29,529.03,515.45,572.24,550.00,572.24,550.00,589.44,550.00,555.15,534.78,615.27,550.00,565.22,529.03,572.24,589.44,589.44,606.57,589.44,515.45,529.03,515.45,515.45,534.78,550.00,572.24,589.44,565.22,534.78,
565.22,534.78,542.53,529.03,550.00,550.00,534.78,565.22,550.00,589.44,529.03,534.78,529.03,550.00,550.00,529.03,589.44,589.44,534.78,572.24,529.03,534.78,565.22,606.57,550.00,565.22,565.22,589.44,572.24,589.44,529.03,550.00,529.03,497.13,529.03,572.24,572.24,572.24,534.78,550.00,
529.03,529.03,550.00,515.45,515.45,565.22,529.03,589.44,542.53,565.22,534.78,565.22,515.45,565.22,550.00,565.22,572.24,606.57,550.00,572.24,550.00,565.22,534.78,550.00,572.24,589.44,529.03,565.22,572.24,589.44,550.00,529.03,550.00,529.03,529.03,589.44,550.00,580.27,589.44,572.24,
519.68,550.00,534.78,534.78,529.03,572.24,572.24,550.00,550.00,589.44,515.45,515.45,534.78,565.22,534.78,550.00,529.03,589.44,565.22,550.00,534.78,565.22,542.53,572.24,572.24,589.44,550.00,572.24,572.24,565.22,534.78,529.03,572.24,497.13,542.53,565.22,589.44,595.79,572.24,529.03,
534.78,529.03,542.53,529.03,542.53,572.24,550.00,550.00,550.00,534.78,529.03,550.00,529.03,550.00,529.03,589.44,534.78,589.44,550.00,572.24,515.45,550.00,550.00,565.22,550.00,589.44,550.00,572.24,565.22,565.22,550.00,550.00,515.45,529.03,515.45,550.00,565.22,550.00,572.24,515.45,


penn dritto 1-2 10
534.78,542.53,550.00,550.00,550.00,534.78,515.45,515.45,529.03,565.22,555.15,565.22,501.89,572.24,550.00,542.53,534.78,550.00,565.22,589.44,497.13,606.57,550.00,542.53,550.00,606.57,550.00,606.57,542.53,589.44,550.00,529.03,542.53,515.45,534.78,550.00,534.78,589.44,550.00,542.53,
515.45,550.00,534.78,534.78,529.03,550.00,550.00,572.24,534.78,589.44,534.78,515.45,529.03,589.44,550.00,565.22,565.22,565.22,550.00,589.44,529.03,550.00,550.00,550.00,542.53,589.44,534.78,615.27,565.22,565.22,534.78,534.78,529.03,509.29,555.15,550.00,550.00,572.24,565.22,572.24,
515.45,529.03,534.78,565.22,572.24,572.24,529.03,550.00,542.53,565.22,515.45,565.22,497.13,589.44,550.00,565.22,550.00,589.44,529.03,572.24,497.13,542.53,550.00,550.00,534.78,595.79,565.22,589.44,550.00,555.15,550.00,550.00,542.53,542.53,529.03,550.00,572.24,572.24,550.00,572.24,
542.53,534.78,572.24,534.78,529.03,572.24,529.03,550.00,572.24,550.00,534.78,515.45,501.89,589.44,515.45,529.03,534.78,589.44,534.78,565.22,529.03,589.44,550.00,565.22,572.24,615.27,572.24,589.44,589.44,550.00,550.00,589.44,529.03,497.13,529.03,550.00,534.78,550.00,572.24,589.44,
572.24,565.22,534.78,529.03,550.00,572.24,534.78,572.24,542.53,572.24,550.00,534.78,529.03,572.24,550.00,572.24,550.00,572.24,550.00,589.44,529.03,550.00,550.00,589.44,572.24,550.00,534.78,550.00,589.44,580.27,550.00,572.24,515.45,550.00,529.03,550.00,550.00,565.22,565.22,555.15,
550.00,550.00,529.03,550.00,515.45,565.22,542.53,572.24,550.00,565.22,565.22,550.00,534.78,572.24,542.53,550.00,529.03,589.44,565.22,589.44,529.03,550.00,565.22,565.22,572.24,589.44,555.15,595.79,580.27,550.00,529.03,565.22,534.78,515.45,550.00,565.22,565.22,589.44,565.22,589.44,
515.45,550.00,550.00,529.03,497.13,565.22,550.00,572.24,550.00,550.00,550.00,550.00,550.00,572.24,565.22,589.44,515.45,589.44,534.78,589.44,509.29,589.44,572.24,529.03,534.78,542.53,550.00,565.22,589.44,572.24,515.45,555.15,534.78,515.45,515.45,565.22,565.22,572.24,550.00,572.24,
534.78,572.24,534.78,529.03,515.45,589.44,529.03,565.22,529.03,550.00,565.22,534.78,515.45,615.27,529.03,589.44,529.03,589.44,550.00,550.00,479.79,550.00,515.45,572.24,589.44,550.00,529.03,615.27,589.44,589.44,529.03,550.00,515.45,501.89,550.00,572.24,550.00,589.44,550.00,534.78,
534.78,572.24,519.68,529.03,550.00,550.00,565.22,565.22,572.24,550.00,572.24,515.45,542.53,589.44,529.03,572.24,542.53,589.44,529.03,572.24,515.45,565.22,550.00,529.03,550.00,606.57,550.00,565.22,565.22,572.24,529.03,529.03,529.03,515.45,515.45,589.44,550.00,565.22,550.00,550.00,
550.00,550.00,550.00,550.00,515.45,550.00,529.03,550.00,550.00,565.22,565.22,565.22,542.53,589.44,550.00,572.24,550.00,589.44,550.00,589.44,529.03,589.44,550.00,529.03,542.53,580.27,565.22,589.44,580.27,565.22,550.00,515.45,542.53,515.45,515.45,589.44,550.00,589.44,550.00,555.15,

penn dritto 3-4 10
550.00,550.00,550.00,529.03,550.00,572.24,572.24,550.00,529.03,589.44,572.24,589.44,529.03,589.44,542.53,606.57,550.00,589.44,529.03,589.44,529.03,589.44,572.24,565.22,565.22,572.24,550.00,580.27,589.44,555.15,550.00,534.78,550.00,550.00,542.53,589.44,589.44,572.24,572.24,572.24,
542.53,565.22,529.03,555.15,550.00,565.22,515.45,572.24,550.00,565.22,529.03,550.00,497.13,565.22,565.22,589.44,534.78,589.44,550.00,615.27,509.29,565.22,572.24,589.44,565.22,589.44,542.53,565.22,589.44,550.00,572.24,589.44,534.78,550.00,529.03,589.44,589.44,565.22,550.00,550.00,
565.22,565.22,529.03,572.24,550.00,550.00,565.22,572.24,550.00,572.24,550.00,529.03,515.45,589.44,555.15,550.00,550.00,589.44,555.15,589.44,501.89,595.79,529.03,589.44,550.00,572.24,589.44,589.44,572.24,565.22,542.53,589.44,550.00,550.00,515.45,589.44,572.24,589.44,572.24,550.00,
542.53,572.24,534.78,550.00,534.78,565.22,565.22,565.22,529.03,565.22,572.24,515.45,497.13,589.44,534.78,576.58,565.22,606.57,572.24,589.44,529.03,589.44,565.22,589.44,572.24,589.44,550.00,580.27,589.44,589.44,519.68,565.22,529.03,521.29,542.53,589.44,565.22,589.44,572.24,565.22,
519.68,534.78,550.00,565.22,550.00,565.22,550.00,550.00,529.03,572.24,550.00,550.00,509.29,589.44,550.00,572.24,529.03,589.44,589.44,589.44,529.03,589.44,550.00,589.44,589.44,589.44,550.00,589.44,589.44,589.44,550.00,589.44,550.00,542.53,534.78,589.44,565.22,589.44,595.79,550.00,
565.22,534.78,529.03,529.03,521.29,550.00,550.00,565.22,555.15,565.22,565.22,534.78,529.03,572.24,542.53,589.44,550.00,550.00,572.24,589.44,515.45,572.24,550.00,572.24,572.24,565.22,550.00,589.44,565.22,565.22,550.00,550.00,589.44,534.78,501.89,589.44,550.00,565.22,542.53,565.22,
529.03,550.00,550.00,515.45,550.00,589.44,534.78,565.22,565.22,576.58,521.29,534.78,519.68,529.03,550.00,572.24,542.53,615.27,572.24,589.44,550.00,589.44,529.03,589.44,550.00,589.44,534.78,589.44,589.44,565.22,555.15,565.22,550.00,515.45,521.29,615.27,589.44,572.24,589.44,565.22,
529.03,529.03,534.78,534.78,572.24,550.00,550.00,589.44,529.03,565.22,572.24,550.00,542.53,572.24,550.00,550.00,542.53,572.24,529.03,572.24,501.89,572.24,589.44,606.57,589.44,565.22,550.00,595.79,572.24,589.44,529.03,572.24,529.03,501.89,529.03,565.22,550.00,580.27,589.44,550.00,
534.78,534.78,529.03,565.22,515.45,555.15,572.24,565.22,550.00,565.22,550.00,515.45,515.45,572.24,550.00,572.24,589.44,589.44,550.00,589.44,529.03,589.44,542.53,589.44,550.00,565.22,550.00,606.57,589.44,550.00,550.00,529.03,515.45,529.03,529.03,542.53,550.00,589.44,565.22,572.24,
589.44,542.53,529.03,534.78,521.29,589.44,542.53,550.00,550.00,565.22,529.03,565.22,515.45,572.24,515.45,589.44,565.22,572.24,534.78,550.00,515.45,572.24,515.45,589.44,550.00,589.44,550.00,606.57,572.24,565.22,542.53,572.24,529.03,515.45,515.45,589.44,529.03,589.44,572.24,589.44,

penn dritto 5-6 10
565.22,550.00,542.53,565.22,529.03,572.24,565.22,589.44,550.00,565.22,565.22,565.22,509.29,572.24,534.78,565.22,542.53,606.57,550.00,572.24,509.29,589.44,550.00,589.44,565.22,565.22,550.00,565.22,589.44,565.22,565.22,534.78,550.00,534.78,529.03,565.22,565.22,550.00,565.22,529.03,
565.22,550.00,550.00,565.22,550.00,589.44,534.78,589.44,534.78,542.53,565.22,529.03,497.13,623.44,550.00,606.57,529.03,606.57,572.24,572.24,529.03,606.57,550.00,565.22,565.22,565.22,572.24,589.44,565.22,542.53,550.00,550.00,515.45,529.03,529.03,550.00,550.00,589.44,534.78,589.44,
606.57,501.89,555.15,550.00,550.00,555.15,565.22,589.44,550.00,572.24,572.24,534.78,529.03,580.27,534.78,555.15,550.00,615.27,565.22,572.24,509.29,572.24,565.22,565.22,572.24,634.84,550.00,589.44,589.44,615.27,550.00,572.24,550.00,529.03,497.13,595.79,589.44,565.22,589.44,572.24,
550.00,529.03,534.78,572.24,550.00,550.00,534.78,589.44,534.78,589.44,565.22,565.22,534.78,606.57,534.78,565.22,542.53,589.44,534.78,555.15,534.78,550.00,529.03,550.00,555.15,589.44,572.24,589.44,589.44,555.15,550.00,542.53,550.00,529.03,501.89,550.00,589.44,589.44,589.44,550.00,
550.00,550.00,534.78,550.00,550.00,589.44,550.00,572.24,565.22,572.24,555.15,542.53,515.45,606.57,550.00,589.44,565.22,589.44,550.00,572.24,529.03,595.79,550.00,572.24,550.00,589.44,534.78,589.44,589.44,589.44,529.03,542.53,542.53,529.03,534.78,589.44,589.44,572.24,589.44,565.22,
529.03,529.03,550.00,529.03,515.45,572.24,529.03,565.22,529.03,589.44,550.00,534.78,501.89,615.27,565.22,589.44,555.15,565.22,572.24,565.22,529.03,595.79,542.53,606.57,529.03,589.44,529.03,572.24,606.57,589.44,529.03,572.24,534.78,529.03,534.78,550.00,589.44,555.15,572.24,572.24,
565.22,572.24,572.24,515.45,515.45,606.57,529.03,565.22,565.22,565.22,529.03,534.78,534.78,565.22,550.00,606.57,589.44,580.27,529.03,572.24,534.78,572.24,565.22,589.44,529.03,589.44,550.00,589.44,565.22,572.24,529.03,534.78,509.29,550.00,529.03,572.24,589.44,572.24,565.22,589.44,
550.00,550.00,550.00,515.45,572.24,589.44,534.78,565.22,550.00,572.24,529.03,550.00,550.00,572.24,529.03,589.44,572.24,595.79,550.00,589.44,497.13,550.00,550.00,572.24,589.44,572.24,529.03,589.44,572.24,565.22,572.24,565.22,550.00,529.03,550.00,589.44,589.44,589.44,550.00,572.24,
550.00,550.00,515.45,572.24,529.03,572.24,515.45,589.44,542.53,565.22,529.03,529.03,515.45,572.24,542.53,565.22,572.24,589.44,509.29,555.15,565.22,572.24,529.03,589.44,615.27,589.44,589.44,589.44,565.22,589.44,534.78,555.15,529.03,534.78,529.03,589.44,565.22,572.24,565.22,565.22,
529.03,529.03,529.03,534.78,534.78,572.24,550.00,572.24,550.00,572.24,565.22,534.78,550.00,565.22,565.22,572.24,515.45,589.44,572.24,565.22,550.00,572.24,534.78,572.24,565.22,615.27,550.00,572.24,589.44,589.44,589.44,572.24,550.00,550.00,555.15,572.24,550.00,572.24,589.44,572.24,


penn dritto 7-8 10
529.03,550.00,529.03,515.45,534.78,565.22,550.00,572.24,542.53,565.22,529.03,529.03,550.00,572.24,550.00,606.57,529.03,572.24,572.24,589.44,515.45,595.79,529.03,565.22,606.57,615.27,550.00,589.44,572.24,565.22,565.22,572.24,529.03,529.03,550.00,595.79,565.22,589.44,565.22,565.22,
550.00,529.03,529.03,521.29,515.45,565.22,550.00,565.22,589.44,572.24,534.78,529.03,497.13,589.44,534.78,550.00,550.00,615.27,565.22,589.44,515.45,572.24,529.03,542.53,550.00,580.27,550.00,589.44,550.00,589.44,572.24,589.44,565.22,534.78,515.45,565.22,572.24,572.24,572.24,550.00,
529.03,550.00,565.22,565.22,515.45,589.44,615.27,572.24,550.00,550.00,550.00,550.00,538.32,565.22,550.00,542.53,565.22,589.44,572.24,572.24,529.03,550.00,550.00,572.24,550.00,606.57,572.24,589.44,606.57,589.44,550.00,565.22,542.53,542.53,550.00,606.57,550.00,565.22,572.24,572.24,
572.24,529.03,542.53,589.44,550.00,572.24,529.03,572.24,542.53,550.00,565.22,550.00,529.03,565.22,529.03,565.22,550.00,615.27,572.24,565.22,509.29,589.44,542.53,572.24,550.00,550.00,589.44,565.22,589.44,572.24,550.00,529.03,550.00,589.44,550.00,565.22,565.22,615.27,589.44,572.24,
572.24,550.00,529.03,529.03,509.29,572.24,572.24,555.15,550.00,589.44,534.78,534.78,534.78,565.22,542.53,565.22,550.00,606.57,550.00,606.57,509.29,589.44,515.45,550.00,550.00,572.24,550.00,615.27,615.27,589.44,565.22,534.78,550.00,509.29,529.03,615.27,589.44,615.27,572.24,572.24,
589.44,550.00,550.00,550.00,529.03,550.00,515.45,589.44,555.15,572.24,550.00,497.13,515.45,589.44,550.00,589.44,529.03,589.44,529.03,595.79,529.03,606.57,529.03,565.22,542.53,589.44,529.03,572.24,565.22,589.44,550.00,572.24,534.78,550.00,534.78,565.22,572.24,589.44,572.24,550.00,
534.78,572.24,542.53,515.45,529.03,565.22,529.03,572.24,550.00,565.22,565.22,580.27,529.03,565.22,550.00,589.44,529.03,615.27,550.00,589.44,550.00,572.24,550.00,550.00,589.44,589.44,572.24,589.44,580.27,589.44,550.00,565.22,519.68,550.00,529.03,550.00,572.24,550.00,589.44,589.44,
529.03,529.03,529.03,529.03,534.78,589.44,589.44,572.24,529.03,634.84,550.00,515.45,550.00,615.27,515.45,572.24,529.03,606.57,565.22,565.22,501.89,550.00,515.45,589.44,550.00,589.44,572.24,615.27,572.24,589.44,572.24,572.24,529.03,534.78,529.03,550.00,589.44,589.44,565.22,565.22,
529.03,534.78,515.45,550.00,534.78,565.22,529.03,550.00,572.24,572.24,529.03,550.00,550.00,589.44,519.68,589.44,515.45,580.27,534.78,589.44,515.45,589.44,550.00,572.24,550.00,572.24,572.24,589.44,589.44,589.44,550.00,565.22,515.45,542.53,515.45,565.22,565.22,589.44,589.44,572.24,
550.00,529.03,515.45,515.45,529.03,565.22,589.44,589.44,565.22,572.24,542.53,515.45,534.78,589.44,529.03,565.22,550.00,589.44,565.22,589.44,529.03,589.44,550.00,550.00,572.24,589.44,565.22,589.44,580.27,572.24,529.03,580.27,542.53,538.32,509.29,572.24,572.24,550.00,572.24,529.03,

baseline
550.00,565.22,550.00,550.00,550.00,589.44,589.44,572.24,572.24,589.44,550.00,565.22,509.29,634.84,550.00,565.22,565.22,606.57,529.03,589.44,529.03,589.44,515.45,589.44,589.44,565.22,515.45,565.22,565.22,565.22,550.00,565.22,565.22,534.78,529.03,565.22,589.44,572.24,589.44,589.44,

dito al centro gaia
550.00,550.00,550.00,565.22,550.00,565.22,550.00,606.57,565.22,606.57,550.00,550.00,529.03,550.00,550.00,606.57,550.00,589.44,529.03,589.44,529.03,606.57,529.03,589.44,565.22,615.27,589.44,589.44,606.57,550.00,589.44,555.81,555.15,572.24,534.78,589.44,572.24,572.24,580.27,572.24,
519.68,589.44,542.53,542.53,519.68,555.15,534.78,589.44,589.44,589.44,565.22,555.15,515.45,565.22,572.24,589.44,550.00,589.44,550.00,615.27,542.53,589.44,565.22,572.24,565.22,606.57,565.22,589.44,589.44,589.44,550.00,529.03,529.03,529.03,550.00,589.44,572.24,589.44,550.00,565.22,
550.00,550.00,550.00,534.78,534.78,589.44,550.00,572.24,565.22,572.24,542.53,529.03,515.45,589.44,550.00,580.27,550.00,606.57,550.00,615.27,534.78,589.44,550.00,589.44,589.44,606.57,542.53,595.79,580.27,589.44,550.00,529.03,542.53,509.29,497.13,595.79,572.24,589.44,572.24,550.00,
534.78,534.78,572.24,529.03,529.03,550.00,572.24,589.44,534.78,589.44,565.22,550.00,529.03,589.44,550.00,589.44,550.00,589.44,542.53,595.79,529.03,589.44,550.00,550.00,572.24,589.44,589.44,589.44,615.27,589.44,550.00,550.00,534.78,529.03,519.68,542.53,550.00,589.44,550.00,550.00,
550.00,534.78,550.00,529.03,529.03,572.24,550.00,572.24,565.22,572.24,529.03,550.00,515.45,589.44,565.22,589.44,550.00,589.44,572.24,589.44,529.03,572.24,555.15,589.44,565.22,589.44,550.00,589.44,589.44,589.44,529.03,572.24,550.00,529.03,550.00,572.24,565.22,565.22,589.44,550.00,
534.78,515.45,534.78,529.03,550.00,550.00,572.24,572.24,572.24,589.44,555.15,550.00,529.03,572.24,534.78,550.00,534.78,589.44,589.44,565.22,529.03,589.44,555.15,615.27,572.24,589.44,542.53,589.44,623.44,589.44,589.44,550.00,550.00,534.78,534.78,572.24,589.44,589.44,589.44,565.22,
550.00,550.00,550.00,529.03,529.03,589.44,565.22,565.22,550.00,589.44,542.53,565.22,509.29,606.57,550.00,550.00,550.00,615.27,550.00,589.44,529.03,572.24,542.53,589.44,572.24,615.27,555.15,615.27,589.44,565.22,542.53,550.00,534.78,515.45,534.78,589.44,589.44,595.79,534.78,550.00,
550.00,550.00,509.29,550.00,515.45,565.22,542.53,572.24,589.44,589.44,572.24,534.78,529.03,589.44,529.03,589.44,555.15,572.24,529.03,589.44,515.45,589.44,565.22,550.00,589.44,589.44,550.00,589.44,589.44,589.44,550.00,542.53,550.00,515.45,550.00,572.24,550.00,565.22,572.24,572.24,
534.78,550.00,550.00,529.03,534.78,589.44,572.24,580.27,550.00,589.44,534.78,534.78,515.45,589.44,565.22,580.27,550.00,589.44,515.45,589.44,515.45,606.57,550.00,589.44,529.03,589.44,589.44,589.44,634.84,589.44,565.22,550.00,519.68,534.78,550.00,595.79,565.22,572.24,565.22,534.78,
550.00,550.00,534.78,565.22,565.22,572.24,550.00,565.22,565.22,589.44,515.45,572.24,550.00,589.44,595.79,572.24,565.22,565.22,572.24,589.44,550.00,634.84,534.78,589.44,606.57,572.24,572.24,589.44,606.57,572.24,589.44,550.00,529.03,550.00,497.13,589.44,634.84,589.44,565.22,615.27,













